Sl. No.,Branch,Sem,Code,Register Number
1394,ECE,5,U23EC595,722824106034
1395,ECE,5,U23EC492,722824106041
1396,ECE,5,U23EC407,722824106041
1397,ECE,5,U23EC408,722824106041
1398,ECE,5,U23EC482,722824106041
1399,ECE,5,U23EC514,722824106041
1400,ECE,5,U23EC581,722824106041
1401,ECE,5,U23EC592,722824106041
1402,ECE,5,U23EC595,722824106041
1403,ECE,5,U23EC492,722824106045
1404,ECE,5,U23EC407,722824106045
1405,ECE,5,U23EC408,722824106045
1406,ECE,5,U23EC482,722824106045
1407,ECE,5,U23EC514,722824106045
1408,ECE,5,U23EC581,722824106045
1409,ECE,5,U23EC592,722824106045
1410,ECE,5,U23EC595,722824106045
1411,ECE,5,U23EC492,722824106066
1412,ECE,5,U23EC407,722824106066
1413,ECE,5,U23EC408,722824106066
1414,ECE,5,U23EC482,722824106066
1415,ECE,5,U23EC514,722824106066
1416,ECE,5,U23EC581,722824106066
1417,ECE,5,U23EC592,722824106066
1418,ECE,5,U23EC595,722824106066
1419,ECE,5,U23EC492,722824106079
1420,ECE,5,U23EC407,722824106079
1421,ECE,5,U23EC408,722824106079
1422,ECE,5,U23EC482,722824106079
1423,ECE,5,U23EC514,722824106079
1424,ECE,5,U23EC581,722824106079
1425,ECE,5,U23EC592,722824106079
1426,ECE,5,U23EC595,722824106079
1427,ECE,5,U23EC492,722824106083
1428,ECE,5,U23EC407,722824106083
1429,ECE,5,U23EC408,722824106083
1430,ECE,5,U23EC482,722824106083
1431,ECE,5,U23EC514,722824106083
1432,ECE,5,U23EC581,722824106083
1433,ECE,5,U23EC592,722824106083
1434,ECE,5,U23EC595,722824106083
1435,ECE,5,U23EC492,722824106084
1436,ECE,5,U23EC407,722824106084
1437,ECE,5,U23EC408,722824106084
1438,ECE,5,U23EC482,722824106084
1439,ECE,5,U23EC514,722824106084
1440,ECE,5,U23EC581,722824106084
1441,ECE,5,U23EC592,722824106084
1442,ECE,5,U23EC595,722824106084
1443,ECE,5,U23EC492,722824106096
1444,ECE,5,U23EC407,722824106096
1445,ECE,5,U23EC408,722824106096
1446,ECE,5,U23EC482,722824106096
1447,ECE,5,U23EC514,722824106096
1448,ECE,5,U23EC581,722824106096
1449,ECE,5,U23EC592,722824106096
1450,ECE,5,U23EC595,722824106096
1451,ECE,5,U23EC492,722824106120
1452,ECE,5,U23EC407,722824106120
1453,ECE,5,U23EC408,722824106120
1454,ECE,5,U23EC482,722824106120
1455,ECE,5,U23EC514,722824106120
1456,ECE,5,U23EC581,722824106120
1457,ECE,5,U23EC592,722824106120
1458,ECE,5,U23EC595,722824106120
1459,ECE,5,U23EC492,722824106303
1460,ECE,5,U23EC407,722824106303
1461,ECE,5,U23EC408,722824106303
1462,ECE,5,U23EC482,722824106303
1463,ECE,5,U23EC514,722824106303
1464,ECE,5,U23EC581,722824106303
1465,ECE,5,U23EC592,722824106303
1466,ECE,5,U23EC595,722824106303
1467,ECE,5,U23EC492,722824106306
1468,ECE,5,U23EC407,722824106306
1469,ECE,5,U23EC408,722824106306
1470,ECE,5,U23EC482,722824106306
1471,ECE,5,U23EC514,722824106306
1472,ECE,5,U23EC581,722824106306
1473,ECE,5,U23EC592,722824106306
1474,ECE,5,U23EC595,722824106306
1475,ECE,5,U23EC492,722824106308
1476,ECE,5,U23EC407,722824106308
1477,ECE,5,U23EC408,722824106308
1478,ECE,5,U23EC482,722824106308
1479,ECE,5,U23EC514,722824106308
1480,ECE,5,U23EC581,722824106308
1481,ECE,5,U23EC592,722824106308
1482,ECE,5,U23EC595,722824106308
1483,ECE,5,U23EC492,722824106312
1484,ECE,5,U23EC407,722824106312
1485,ECE,5,U23EC408,722824106312
1486,ECE,5,U23EC482,722824106312
1487,ECE,5,U23EC514,722824106312
1488,ECE,5,U23EC581,722824106312
1489,ECE,5,U23EC592,722824106312
1490,ECE,5,U23EC595,722824106312
1491,ECE,5,U23EC492,722824106314
1492,ECE,5,U23EC407,722824106314
1493,ECE,5,U23EC408,722824106314
1494,ECE,5,U23EC482,722824106314
1495,ECE,5,U23EC514,722824106314
1496,ECE,5,U23EC581,722824106314
1497,ECE,5,U23EC592,722824106314
1498,ECE,5,U23EC595,722824106314
1499,ECE,5,U23EC492,722824106315
1500,ECE,5,U23EC407,722824106315
1501,ECE,5,U23EC408,722824106315
1502,ECE,5,U23EC482,722824106315
1503,ECE,5,U23EC514,722824106315
1504,ECE,5,U23EC581,722824106315
1505,ECE,5,U23EC592,722824106315
1506,ECE,5,U23EC595,722824106315
1507,ECE,7,U23CB103,722823106102
1508,ECE,7,U23CB104,722823106102
1509,ECE,7,U23EC411,722823106102
1510,ECE,7,U23EC483,722823106102
1511,ECE,7,U23EC551,722823106102
1512,ECE,7,U23OME01,722823106102
1513,ECE,5,U23EC492,722824106055
1514,ECE,5,U23EC407,722824106055
1515,ECE,5,U23EC408,722824106055
1516,ECE,5,U23EC482,722824106055
1517,ECE,5,U23EC514,722824106055
1518,ECE,5,U23EC581,722824106055
1519,ECE,5,U23EC592,722824106055
1520,ECE,5,U23EC595,722824106055
1521,ECE,7,U23CB103,722823106001
1522,ECE,7,U23CB104,722823106001
1523,ECE,7,U23EC411,722823106001
1524,ECE,7,U23EC483,722823106001
1525,ECE,7,U23EC551,722823106001
1526,ECE,7,U23OME01,722823106001
1527,ECE,7,U23CB103,722823106010
1528,ECE,7,U23CB104,722823106010
1529,ECE,7,U23EC411,722823106010
1530,ECE,7,U23EC483,722823106010
1531,ECE,7,U23EC551,722823106010
1532,ECE,7,U23OME01,722823106010
1533,ECE,7,U23CB103,722823106091
1534,ECE,7,U23CB104,722823106091
1535,ECE,7,U23EC411,722823106091
1536,ECE,7,U23EC483,722823106091
1537,ECE,7,U23EC551,722823106091
1538,ECE,7,U23OME01,722823106091
1539,ECE,3,U23MA207,722825106010
1540,ECE,3,U23EC403,722825106010
1541,ECE,3,U23OCS82,722825106010
1542,ECE,3,U23EC421,722825106010
1543,ECE,3,U23EC422,722825106010
1544,ECE,3,U23CS491,722825106010
1545,ECE,3,U23MA207,722825106083
1546,ECE,3,U23EC403,722825106083
1547,ECE,3,U23OCS82,722825106083
1548,ECE,3,U23EC421,722825106083
1549,ECE,3,U23EC422,722825106083
1550,ECE,3,U23CS491,722825106083
1551,ECE,3,U23MA207,722825106143
1552,ECE,3,U23EC403,722825106143
1553,ECE,3,U23OCS82,722825106143
1554,ECE,3,U23EC421,722825106143
1555,ECE,3,U23EC422,722825106143
1556,ECE,3,U23CS491,722825106143
1557,ECE,3,U23MA207,722825106177
1558,ECE,3,U23EC403,722825106177
1559,ECE,3,U23OCS82,722825106177
1560,ECE,3,U23EC421,722825106177
1561,ECE,3,U23EC422,722825106177
1562,ECE,3,U23CS491,722825106177
1563,ECE,3,U23MA207,722825106182
1564,ECE,3,U23EC403,722825106182
1565,ECE,3,U23OCS82,722825106182
1566,ECE,3,U23EC421,722825106182
1567,ECE,3,U23EC422,722825106182
1568,ECE,3,U23CS491,722825106182
1569,ECE,3,U23MA207,722825106501
1570,ECE,3,U23EC403,722825106501
1571,ECE,3,U23OCS82,722825106501
1572,ECE,3,U23EC421,722825106501
1573,ECE,3,U23EC422,722825106501
1574,ECE,3,U23CS491,722825106501
1575,ECE,3,U23MA207,722825106021
1576,ECE,3,U23EC403,722825106021
1577,ECE,3,U23OCS82,722825106021
1578,ECE,3,U23EC421,722825106021
1579,ECE,3,U23EC422,722825106021
1580,ECE,3,U23CS491,722825106021
1581,ECE,3,U23MA207,722825106025
1582,ECE,3,U23EC403,722825106025
1583,ECE,3,U23OCS82,722825106025
1584,ECE,3,U23EC421,722825106025
1585,ECE,3,U23EC422,722825106025
1586,ECE,3,U23CS491,722825106025
1587,ECE,3,U23MA207,722825106080
1588,ECE,3,U23EC403,722825106080
1589,ECE,3,U23OCS82,722825106080
1590,ECE,3,U23EC421,722825106080
1591,ECE,3,U23EC422,722825106080
1592,ECE,3,U23CS491,722825106080
1593,ECE,3,U23MA207,722825106128
1594,ECE,3,U23EC403,722825106128
1595,ECE,3,U23OCS82,722825106128
1596,ECE,3,U23EC421,722825106128
1597,ECE,3,U23EC422,722825106128
1598,ECE,3,U23CS491,722825106128
1599,ECE,3,U23MA207,722825106136
1600,ECE,3,U23EC403,722825106136
1601,ECE,3,U23OCS82,722825106136
1602,ECE,3,U23EC421,722825106136
1603,ECE,3,U23EC422,722825106136
1604,ECE,3,U23CS491,722825106136
1605,ECE,3,U23MA207,722825106142
1606,ECE,3,U23EC403,722825106142
1607,ECE,3,U23OCS82,722825106142
1608,ECE,3,U23EC421,722825106142
1609,ECE,3,U23EC422,722825106142
1610,ECE,3,U23CS491,722825106142
1611,ECE,3,U23MA207,722825106004
1612,ECE,3,U23EC403,722825106004
1613,ECE,3,U23OCS82,722825106004
1614,ECE,3,U23EC421,722825106004
1615,ECE,3,U23EC422,722825106004
1616,ECE,3,U23CS491,722825106004
1617,ECE,3,U23MA207,722825106016
1618,ECE,3,U23EC403,722825106016
1619,ECE,3,U23OCS82,722825106016
1620,ECE,3,U23EC421,722825106016
1621,ECE,3,U23EC422,722825106016
1622,ECE,3,U23CS491,722825106016
1623,ECE,3,U23MA207,722825106017
1624,ECE,3,U23EC403,722825106017
1625,ECE,3,U23OCS82,722825106017
1626,ECE,3,U23EC421,722825106017
1627,ECE,3,U23EC422,722825106017
1628,ECE,3,U23CS491,722825106017
1629,ECE,3,U23MA207,722825106023
1630,ECE,3,U23EC403,722825106023
1631,ECE,3,U23OCS82,722825106023
1632,ECE,3,U23EC421,722825106023
1633,ECE,3,U23EC422,722825106023
1634,ECE,3,U23CS491,722825106023
1635,ECE,3,U23MA207,722825106045
1636,ECE,3,U23EC403,722825106045
1637,ECE,3,U23OCS82,722825106045
1638,ECE,3,U23EC421,722825106045
1639,ECE,3,U23EC422,722825106045
1640,ECE,3,U23CS491,722825106045
1641,ECE,3,U23MA207,722825106052
1642,ECE,3,U23EC403,722825106052
1643,ECE,3,U23OCS82,722825106052
1644,ECE,3,U23EC421,722825106052
1645,ECE,3,U23EC422,722825106052
1646,ECE,3,U23CS491,722825106052
1647,ECE,3,U23MA207,722825106056
1648,ECE,3,U23EC403,722825106056
1649,ECE,3,U23OCS82,722825106056
1650,ECE,3,U23EC421,722825106056
1651,ECE,3,U23EC422,722825106056
1652,ECE,3,U23CS491,722825106056
1653,ECE,3,U23MA207,722825106059
1654,ECE,3,U23EC403,722825106059
1655,ECE,3,U23OCS82,722825106059
1656,ECE,3,U23EC421,722825106059
1657,ECE,3,U23EC422,722825106059
1658,ECE,3,U23CS491,722825106059
1659,ECE,3,U23MA207,722825106071
1660,ECE,3,U23EC403,722825106071
1661,ECE,3,U23OCS82,722825106071
1662,ECE,3,U23EC421,722825106071
1663,ECE,3,U23EC422,722825106071
1664,ECE,3,U23CS491,722825106071
1665,ECE,3,U23MA207,722825106105
1666,ECE,3,U23EC403,722825106105
1667,ECE,3,U23OCS82,722825106105
1668,ECE,3,U23EC421,722825106105
1669,ECE,3,U23EC422,722825106105
1670,ECE,3,U23CS491,722825106105
1671,ECE,3,U23MA207,722825106139
1672,ECE,3,U23EC403,722825106139
1673,ECE,3,U23OCS82,722825106139
1674,ECE,3,U23EC421,722825106139
1675,ECE,3,U23EC422,722825106139
1676,ECE,3,U23CS491,722825106139
1677,ECE,3,U23MA207,722825106181
1678,ECE,3,U23EC403,722825106181
1679,ECE,3,U23OCS82,722825106181
1680,ECE,3,U23EC421,722825106181
1681,ECE,3,U23EC422,722825106181
1682,ECE,3,U23CS491,722825106181
1683,ECE,3,U23MA207,722825106188
1684,ECE,3,U23EC403,722825106188
1685,ECE,3,U23OCS82,722825106188
1686,ECE,3,U23EC421,722825106188
1687,ECE,3,U23EC422,722825106188
1688,ECE,3,U23CS491,722825106188
1689,ECE,3,U23MA207,722825106018
1690,ECE,3,U23EC403,722825106018
1691,ECE,3,U23OCS82,722825106018
1692,ECE,3,U23EC421,722825106018
1693,ECE,3,U23EC422,722825106018
1694,ECE,3,U23CS491,722825106018
1695,ECE,3,U23MA207,722825106041
1696,ECE,3,U23EC403,722825106041
1697,ECE,3,U23OCS82,722825106041
1698,ECE,3,U23EC421,722825106041
1699,ECE,3,U23EC422,722825106041
1700,ECE,3,U23CS491,722825106041
1701,ECE,3,U23MA207,722825106042
1702,ECE,3,U23EC403,722825106042
1703,ECE,3,U23OCS82,722825106042
1704,ECE,3,U23EC421,722825106042
1705,ECE,3,U23EC422,722825106042
1706,ECE,3,U23CS491,722825106042
1707,ECE,3,U23MA207,722825106043
1708,ECE,3,U23EC403,722825106043
1709,ECE,3,U23OCS82,722825106043
1710,ECE,3,U23EC421,722825106043
1711,ECE,3,U23EC422,722825106043
1712,ECE,3,U23CS491,722825106043
1713,ECE,3,U23MA207,722825106126
1714,ECE,3,U23EC403,722825106126
1715,ECE,3,U23OCS82,722825106126
1716,ECE,3,U23EC421,722825106126
1717,ECE,3,U23EC422,722825106126
1718,ECE,3,U23CS491,722825106126
1719,ECE,5,U23EC492,722824106028
1720,ECE,5,U23EC407,722824106028
1721,ECE,5,U23EC408,722824106028
1722,ECE,5,U23EC482,722824106028
1723,ECE,5,U23EC514,722824106028
1724,ECE,5,U23EC581,722824106028
1725,ECE,5,U23EC592,722824106028
1726,ECE,5,U23EC595,722824106028
1727,ECE,5,U23EC492,722824106161
1728,ECE,5,U23EC407,722824106161
1729,ECE,5,U23EC408,722824106161
1730,ECE,5,U23EC482,722824106161
1731,ECE,5,U23EC514,722824106161
1732,ECE,5,U23EC581,722824106161
1733,ECE,5,U23EC592,722824106161
1734,ECE,5,U23EC595,722824106161
1735,ECE,5,U23EC492,722824106311
1736,ECE,5,U23EC407,722824106311
1737,ECE,5,U23EC408,722824106311
1738,ECE,5,U23EC482,722824106311
1739,ECE,5,U23EC514,722824106311
1740,ECE,5,U23EC581,722824106311
1741,ECE,5,U23EC592,722824106311
1742,ECE,5,U23EC595,722824106311
1743,ECE,5,U23EC492,722824106174
1744,ECE,5,U23EC407,722824106174
1745,ECE,5,U23EC408,722824106174
1746,ECE,5,U23EC482,722824106174
1747,ECE,5,U23EC514,722824106174
1748,ECE,5,U23EC581,722824106174
1749,ECE,5,U23EC592,722824106174
1750,ECE,5,U23EC595,722824106174
1751,ECE,5,U23EC492,722824106004
1752,ECE,5,U23EC407,722824106004
1753,ECE,5,U23EC408,722824106004
1754,ECE,5,U23EC482,722824106004
1755,ECE,5,U23EC514,722824106004
1756,ECE,5,U23EC581,722824106004
1757,ECE,5,U23EC592,722824106004
1758,ECE,5,U23EC595,722824106004
1759,ECE,5,U23EC492,722824106136
1760,ECE,5,U23EC407,722824106136
1761,ECE,5,U23EC408,722824106136
1762,ECE,5,U23EC482,722824106136
1763,ECE,5,U23EC514,722824106136
1764,ECE,5,U23EC581,722824106136
1765,ECE,5,U23EC592,722824106136
1766,ECE,5,U23EC595,722824106136
1767,ECE,5,U23EC492,722824106139
1768,ECE,5,U23EC407,722824106139
1769,ECE,5,U23EC408,722824106139
1770,ECE,5,U23EC482,722824106139
1771,ECE,5,U23EC514,722824106139
1772,ECE,5,U23EC581,722824106139
1773,ECE,5,U23EC592,722824106139
1774,ECE,5,U23EC595,722824106139
1775,ECE,5,U23EC492,722824106001
1776,ECE,5,U23EC407,722824106001
1777,ECE,5,U23EC408,722824106001
1778,ECE,5,U23EC482,722824106001
1779,ECE,5,U23EC514,722824106001
1780,ECE,5,U23EC581,722824106001
1781,ECE,5,U23EC592,722824106001
1782,ECE,5,U23EC595,722824106001
1783,ECE,5,U23EC492,722824106049
1784,ECE,5,U23EC407,722824106049
1785,ECE,5,U23EC408,722824106049
1786,ECE,5,U23EC482,722824106049
1787,ECE,5,U23EC514,722824106049
1788,ECE,5,U23EC581,722824106049
1789,ECE,5,U23EC592,722824106049
1790,ECE,5,U23EC595,722824106049
1791,ECE,7,U23CB103,722823106178
1792,ECE,7,U23CB104,722823106178
1793,ECE,7,U23EC411,722823106178
1794,ECE,7,U23EC483,722823106178
1795,ECE,7,U23EC551,722823106178
1796,ECE,7,U23OME01,722823106178
1797,ECE,7,U23CB103,722823106034
1798,ECE,7,U23CB104,722823106034
1799,ECE,7,U23EC411,722823106034
1800,ECE,7,U23EC483,722823106034
1801,ECE,7,U23EC551,722823106034
1802,ECE,7,U23OME01,722823106034
1803,ECE,7,U23CB103,722823106146
1804,ECE,7,U23CB104,722823106146
1805,ECE,7,U23EC411,722823106146
1806,ECE,7,U23EC483,722823106146
1807,ECE,7,U23EC551,722823106146
1808,ECE,7,U23OME01,722823106146
1809,ECE,7,U23CB103,722823106165
1810,ECE,7,U23CB104,722823106165
1811,ECE,7,U23EC411,722823106165
1812,ECE,7,U23EC483,722823106165
1813,ECE,7,U23EC551,722823106165
1814,ECE,7,U23OME01,722823106165
1815,ECE,7,U23CB103,722823106187
1816,ECE,7,U23CB104,722823106187
1817,ECE,7,U23EC411,722823106187
1818,ECE,7,U23EC483,722823106187
1819,ECE,7,U23EC551,722823106187
1820,ECE,7,U23OME01,722823106187
1821,EEE,5,U23EE407,722824105501
1822,EEE,5,U23EE408,722824105501
1823,EEE,5,U23EE491,722824105501
1824,EEE,5,U23EE582,722824105501
1825,EEE,5,U23EE585,722824105501
1826,EEE,5,U23EE409,722824105501
1827,EEE,5,U23OCS85,722824105501
1828,EEE,5,U23EE407,722824105307
1829,EEE,5,U23EE408,722824105307
1830,EEE,5,U23EE491,722824105307
1831,EEE,5,U23EE582,722824105307
1832,EEE,5,U23EE585,722824105307
1833,EEE,5,U23EE409,722824105307
1834,EEE,5,U23OCS85,722824105307
1835,EEE,5,U23EE407,722824105301
1836,EEE,5,U23EE408,722824105301
1837,EEE,5,U23EE491,722824105301
1838,EEE,5,U23EE582,722824105301
1839,EEE,5,U23EE585,722824105301
1840,EEE,5,U23EE409,722824105301
1841,EEE,5,U23OCS85,722824105301
1842,EEE,5,U23EE407,722824105303
1843,EEE,5,U23EE408,722824105303
1844,EEE,5,U23EE491,722824105303
1845,EEE,5,U23EE582,722824105303
1846,EEE,5,U23EE585,722824105303
1847,EEE,5,U23EE409,722824105303
1848,EEE,5,U23OCS85,722824105303
1849,EEE,7,U23CB103,722823105049
1850,EEE,7,U23CB104,722823105049
1851,EEE,7,U23EE413,722823105049
1852,EEE,7,U23EE582,722823105049
1853,EEE,7,U23EE514,722823105049
1854,EEE,7,U23EE544,722823105049
1855,EEE,7,U23EE522,722823105049
1856,EEE,7,U23EE524,722823105049
1857,EEE,7,U23CB103,722823105048
1858,EEE,7,U23CB104,722823105048
1859,EEE,7,U23EE413,722823105048
1860,EEE,7,U23EE582,722823105048
1861,EEE,7,U23EE514,722823105048
1862,EEE,7,U23EE544,722823105048
1863,EEE,7,U23EE522,722823105048
1864,EEE,7,U23EE524,722823105048
1865,EEE,3,U23MA207,722825105014
1866,EEE,3,U23CS303,722825105014
1867,EEE,3,U23OCS82,722825105014
1868,EEE,3,U23EE403,722825105014
1869,EEE,3,U23CS491,722825105014
1870,EEE,3,U23EE402,722825105014
1871,EEE,3,U23MA207,722825105029
1872,EEE,3,U23CS303,722825105029
1873,EEE,3,U23OCS82,722825105029
1874,EEE,3,U23EE403,722825105029
1875,EEE,3,U23CS491,722825105029
1876,EEE,3,U23EE402,722825105029
1877,EEE,3,U23MA207,722825105056
1878,EEE,3,U23CS303,722825105056
1879,EEE,3,U23OCS82,722825105056
1880,EEE,3,U23EE403,722825105056
1881,EEE,3,U23CS491,722825105056
1882,EEE,3,U23EE402,722825105056
1883,EEE,3,U23MA207,722825105003
1884,EEE,3,U23CS303,722825105003
1885,EEE,3,U23OCS82,722825105003
1886,EEE,3,U23EE403,722825105003
1887,EEE,3,U23CS491,722825105003
1888,EEE,3,U23EE402,722825105003
1889,EEE,3,U23MA207,722825105010
1890,EEE,3,U23CS303,722825105010
1891,EEE,3,U23OCS82,722825105010
1892,EEE,3,U23EE403,722825105010
1893,EEE,3,U23CS491,722825105010
1894,EEE,3,U23EE402,722825105010
1895,EEE,3,U23MA207,722825105016
1896,EEE,3,U23CS303,722825105016
1897,EEE,3,U23OCS82,722825105016
1898,EEE,3,U23EE403,722825105016
1899,EEE,3,U23CS491,722825105016
1900,EEE,3,U23EE402,722825105016
1901,EEE,3,U23MA207,722825105026
1902,EEE,3,U23CS303,722825105026
1903,EEE,3,U23OCS82,722825105026
1904,EEE,3,U23EE403,722825105026
1905,EEE,3,U23CS491,722825105026
1906,EEE,3,U23EE402,722825105026
1907,EEE,3,U23MA207,722825105061
1908,EEE,3,U23CS303,722825105061
1909,EEE,3,U23OCS82,722825105061
1910,EEE,3,U23EE403,722825105061
1911,EEE,3,U23CS491,722825105061
1912,EEE,3,U23EE402,722825105061
1913,EEE,3,U23MA207,722825105046
1914,EEE,3,U23CS303,722825105046
1915,EEE,3,U23OCS82,722825105046
1916,EEE,3,U23EE403,722825105046
1917,EEE,3,U23CS491,722825105046
1918,EEE,3,U23EE402,722825105046
1919,EEE,3,U23MA207,722825105039
1920,EEE,3,U23CS303,722825105039
1921,EEE,3,U23OCS82,722825105039
1922,EEE,3,U23EE403,722825105039
1923,EEE,3,U23CS491,722825105039
1924,EEE,3,U23EE402,722825105039
1925,EEE,5,U23EE407,722824105020
1926,EEE,5,U23EE408,722824105020
1927,EEE,5,U23EE491,722824105020
1928,EEE,5,U23EE582,722824105020
1929,EEE,5,U23EE585,722824105020
1930,EEE,5,U23EE409,722824105020
1931,EEE,5,U23OCS85,722824105020
1932,EEE,5,U23EE407,722824105044
1933,EEE,5,U23EE408,722824105044
1934,EEE,5,U23EE491,722824105044
1935,EEE,5,U23EE582,722824105044
1936,EEE,5,U23EE585,722824105044
1937,EEE,5,U23EE409,722824105044
1938,EEE,5,U23OCS85,722824105044
1939,EEE,5,U23EE407,722824105304
1940,EEE,5,U23EE408,722824105304
1941,EEE,5,U23EE491,722824105304
1942,EEE,5,U23EE582,722824105304
1943,EEE,5,U23EE585,722824105304
1944,EEE,5,U23EE409,722824105304
1945,EEE,5,U23OCS85,722824105304
1946,EEE,5,U23EE407,722824105306
1947,EEE,5,U23EE408,722824105306
1948,EEE,5,U23EE491,722824105306
1949,EEE,5,U23EE582,722824105306
1950,EEE,5,U23EE585,722824105306
1951,EEE,5,U23EE409,722824105306
1952,EEE,5,U23OCS85,722824105306
1953,EEE,5,U23EE407,722824105003
1954,EEE,5,U23EE408,722824105003
1955,EEE,5,U23EE491,722824105003
1956,EEE,5,U23EE582,722824105003
1957,EEE,5,U23EE585,722824105003
1958,EEE,5,U23EE409,722824105003
1959,EEE,5,U23OCS85,722824105003
1960,EEE,5,U23EE407,722824105023
1961,EEE,5,U23EE408,722824105023
1962,EEE,5,U23EE491,722824105023
1963,EEE,5,U23EE582,722824105023
1964,EEE,5,U23EE585,722824105023
1965,EEE,5,U23EE409,722824105023
1966,EEE,5,U23OCS85,722824105023
1967,EEE,5,U23EE407,722824105028
1968,EEE,5,U23EE408,722824105028
1969,EEE,5,U23EE491,722824105028
1970,EEE,5,U23EE582,722824105028
1971,EEE,5,U23EE585,722824105028
1972,EEE,5,U23EE409,722824105028
1973,EEE,5,U23OCS85,722824105028
1974,EEE,5,U23EE407,722824105031
1975,EEE,5,U23EE408,722824105031
1976,EEE,5,U23EE491,722824105031
1977,EEE,5,U23EE582,722824105031
1978,EEE,5,U23EE585,722824105031
1979,EEE,5,U23EE409,722824105031
1980,EEE,5,U23OCS85,722824105031
1981,EEE,5,U23EE407,722824105055
1982,EEE,5,U23EE408,722824105055
1983,EEE,5,U23EE491,722824105055
1984,EEE,5,U23EE582,722824105055
1985,EEE,5,U23EE585,722824105055
1986,EEE,5,U23EE409,722824105055
1987,EEE,5,U23OCS85,722824105055
1988,EEE,5,U23EE407,722824105057
1989,EEE,5,U23EE408,722824105057
1990,EEE,5,U23EE491,722824105057
1991,EEE,5,U23EE582,722824105057
1992,EEE,5,U23EE585,722824105057
1993,EEE,5,U23EE409,722824105057
1994,EEE,5,U23OCS85,722824105057
1995,EEE,5,U23EE407,722824105040
1996,EEE,5,U23EE408,722824105040
1997,EEE,5,U23EE491,722824105040
1998,EEE,5,U23EE582,722824105040
1999,EEE,5,U23EE585,722824105040
2000,EEE,5,U23EE409,722824105040
2001,EEE,5,U23OCS85,722824105040
2002,EEE,5,U23EE407,722824105050
2003,EEE,5,U23EE408,722824105050
2004,EEE,5,U23EE491,722824105050
2005,EEE,5,U23EE582,722824105050
2006,EEE,5,U23EE585,722824105050
2007,EEE,5,U23EE409,722824105050
2008,EEE,5,U23OCS85,722824105050
2009,EEE,5,U23EE407,722824105004
2010,EEE,5,U23EE408,722824105004
2011,EEE,5,U23EE491,722824105004
2012,EEE,5,U23EE582,722824105004
2013,EEE,5,U23EE585,722824105004
2014,EEE,5,U23EE409,722824105004
2015,EEE,5,U23OCS85,722824105004
2016,EEE,5,U23EE407,722824105005
2017,EEE,5,U23EE408,722824105005
2018,EEE,5,U23EE491,722824105005
2019,EEE,5,U23EE582,722824105005
2020,EEE,5,U23EE585,722824105005
2021,EEE,5,U23EE409,722824105005
2022,EEE,5,U23OCS85,722824105005
2023,EEE,7,U23CB103,722823105029
2024,EEE,7,U23CB104,722823105029
2025,EEE,7,U23EE413,722823105029
2026,EEE,7,U23EE582,722823105029
2027,EEE,7,U23EE514,722823105029
2028,EEE,7,U23EE544,722823105029
2029,EEE,7,U23EE522,722823105029
2030,EEE,7,U23EE524,722823105029
2031,EEE,7,U23CB103,722823105033
2032,EEE,7,U23CB104,722823105033
2033,EEE,7,U23EE413,722823105033
2034,EEE,7,U23EE582,722823105033
2035,EEE,7,U23EE514,722823105033
2036,EEE,7,U23EE544,722823105033
2037,EEE,7,U23EE522,722823105033
2038,EEE,7,U23EE524,722823105033
2039,EEE,7,U23CB103,722823105034
2040,EEE,7,U23CB104,722823105034
2041,EEE,7,U23EE413,722823105034
2042,EEE,7,U23EE582,722823105034
2043,EEE,7,U23EE514,722823105034
2044,EEE,7,U23EE544,722823105034
2045,EEE,7,U23EE522,722823105034
2046,EEE,7,U23EE524,722823105034
2047,IT,7,U23CB103,722823205022
2048,IT,7,U23CB104,722823205022
2049,IT,7,U23CB532,722823205022
2050,IT,7,U23OME07,722823205022
2051,IT,7,U23IT523,722823205022
2052,IT,7,U23CB103,722823205043
2053,IT,7,U23CB104,722823205043
2054,IT,7,U23CB532,722823205043
2055,IT,7,U23OME07,722823205043
2056,IT,7,U23IT523,722823205043
2057,IT,3,U23MA204,722825205055
2058,IT,3,U23CS403,722825205055
2059,IT,3,U23CS404,722825205055
2060,IT,3,U23EC382,722825205055
2061,IT,3,U23CS491,722825205055
2062,IT,3,U23IT481,722825205055
2063,IT,3,U23MA204,722825205052
2064,IT,3,U23CS403,722825205052
2065,IT,3,U23CS404,722825205052
2066,IT,3,U23EC382,722825205052
2067,IT,3,U23CS491,722825205052
2068,IT,3,U23IT481,722825205052
2069,IT,3,U23MA204,722825205020
2070,IT,3,U23CS403,722825205020
2071,IT,3,U23CS404,722825205020
2072,IT,3,U23EC382,722825205020
2073,IT,3,U23CS491,722825205020
2074,IT,3,U23IT481,722825205020
2075,IT,3,U23MA204,722825205042
2076,IT,3,U23CS403,722825205042
2077,IT,3,U23CS404,722825205042
2078,IT,3,U23EC382,722825205042
2079,IT,3,U23CS491,722825205042
2080,IT,3,U23IT481,722825205042
2081,IT,3,U23MA204,722825205058
2082,IT,3,U23CS403,722825205058
2083,IT,3,U23CS404,722825205058
2084,IT,3,U23EC382,722825205058
2085,IT,3,U23CS491,722825205058
2086,IT,3,U23IT481,722825205058
2087,IT,7,U23CB103,722823205501
2088,IT,7,U23CB104,722823205501
2089,IT,7,U23CB532,722823205501
2090,IT,7,U23OME07,722823205501
2091,IT,7,U23IT523,722823205501
